cid,text,time,author,channel,votes,photo,heart,video_id
UghdKuVXtevBqngCoAEC,"Yo soy fanatico de Thalía y concuerdo contigo en todo nada que ver con el concierto de 2013, me da risa como los fanaticos no son objetivos y luego luego a insultar muy acertado tu comentario",قبل 5 سنوات,Oscar Villanueva,UCZqtDVDx5ubI7v-imSHd_EA,0,,False,6HAe-OdH_Lg
Ugyrwmk5OVy5RUnckdd4AaABAg,An alternate Kairi would burn the both of them even if they teamed up.,قبل 10 سنوات,robert brooks,UCd88_T3QGd3RCbah4PucYiA,0,,False,Rc4zyPVe2DE
Ugzn7V_HYGUuO1m6F2x4AaABAg,A JVJ 691 a környezetvédelem királya.,قبل 4 سنوات,Gergely Lázár,UCZ_COX_pbk8Uasu89JLjpyw,0,,False,jh5fPZEF03s
UgztLyo1Xyp0bL3ptIJ4AaABAg,@Spiegel TV dieser Bericht geht voll in die Hose. Welcher Amateur sitzt denn bei euch in der Redaktion???? 🤦🏻‍♂️,قبل 3 سنوات,charis,UCML4-c0YUApW2oNdhIZx7qw,1.1 ألف,,False,t9dG8Zr2WcE
Ugx8B8K6zb68sBXmhMp4AaABAg,ИНЧ ЦРАГРЕРИ МАСИНЕ ХОСКН ???????     ИНЧЕК АРЕЛ КАХАКИ АМАР ??????    ОВЕ ДЗЕЗ ИНТРЕЛ??????? АЙС АМЕНН ШАТ МЕЦ АРЦАКАНЕРЕН ??????,قبل 3 سنوات (تم تعديله),капитан капитонович,UCPB9jT3uaoLyNfYUMUDdI_w,0,,False,RtwBuj7Hlcg
UgwiMqQBOqu7yM2F0oF4AaABAg,Mai sentite tante sciocchezze in così poco tempo! Complimenti per il record!!!,قبل 4 سنوات,Pietro Collini,UCl_WAWi5URwK1TeuepFuxuw,1,,False,1djm-zQB9NU
Ugz5hDO5PfxPrw33itB4AaABAg,هاد حكي كلو كذب ......النظام الاسدي يطبق افلام وماحدا يسترجي يوقف بوجهو ...لمن بيحطو الروسيه بتم البنت بتحكي اي شي عالتفاز تفي عليك يااسد,قبل 4 سنوات,Mohamad Hasan,UCqRrAGr7fjJG5llgBdn0hrQ,0,,False,7cklq7D0HsY
UgxyzyTIUXNyrD-4dIJ4AaABAg,"I'm not sure whether this was intended as a troll video but there is actually a mini-boss there. 

Keep killing the three pigs, after a while there will be two bigger pigs. Keep killing the two then there will be one big boar miniboss. It drops 3 cracked red eye orbs.",قبل 4 سنوات,Cyberpunk JC,UC95cg3pbJXiWZg8RyXVw6Hw,6,,False,70rLhtEAKHA
Ugyag6GuI0H0sWASNZt4AaABAg,もしや、カーディガンのでっかいシミ付けたままでお出かけ？...な訳ないよね！あっちゃん女性になれたんだから、ちゃんと洗濯したよね😌,قبل 4 سنوات,コロコロ,UCO1u4cHnzxVYbGtoCAaBHeQ,20,,False,XvqhzsaEAZE
Uggwmxh2g4kz53gCoAEC,どこ所属の海兵隊装備ですか?,قبل 8 سنوات,MORRIE,UCqFJJvKiYkWbzNsaFKCIebw,1,,False,AkhAeT7x_E8
UgjMzC6QeBQ6PngCoAEC.8UefdJlwx5h8WI-Qql-7UD,+Swervin Cheddar what happened bro? why are you so ugly bitch?,قبل 4 سنوات,Theman Rightcheer,UClYYPH3XiNE4X7fHx9FHoog,0,,False,EdxT-N88ETI
UgzfnQPrT73hIInv74J4AaABAg,Mr Evans!!,قبل سنتين,ThaDaow Rice,UCCGY73XlwfLzxrUSNbo-Etw,2,,False,n3SSBJ-POAQ
UgxESLhme77QXvyObXp4AaABAg,Pretty good man! Sucks it got dislike botted....Nice edit MrInstaFame!,قبل 9 سنوات,lolyumadthough,UCXmBBNfCrHjY4_UG1uLaoUA,0,,False,k2YUZdsjLYw
UghwbKkom4vqongCoAEC,"My god, that guy at the end with the sunglasses... That was the edgiest of all",قبل 8 سنوات,Yakko Warner,UC7YLuQjNnIBAGDb86nGpmQw,10,,False,QTBFty61jw4
UgzOkOWAi40S8er4dSl4AaABAg,ugly ! :D:D UGLY SOOO UGLYY omg wie scheisse lächerlich kann man nur sein -.-,قبل 13 سنة,Oliver,UCos1oSClEJSBMNuJ0MjSW7w,0,,False,B6zir7eJ_wI
UgigqSNUvAOvfXgCoAEC,Datsun,قبل 6 سنوات,Desmond Turner,UCCFj86hvo8AANrv07BBovKA,1,,False,H2Rbt_4my_M
UgzigYKUc848Kpsn03B4AaABAg,Kalau ngomong enak sekali,قبل 3 سنوات,Daryati Yati,UC4NUY-hhfo3m3txM-_mjdOA,1,,False,keXYPd29xSw
UgzOpRERcW3XBsdpy594AaABAg.8Vn_I8PqyJY8VndHS7_S0a,"Yes, permantent start/stop system deactivation can be done with suitable diagnostic equipment.",قبل 4 سنوات,MtlCarGarage,UCygtwCf2hCfIlBDFhBn4WDw,0,,False,fObs8Uum4AA
UghUsBbFQi5sIXgCoAEC,It was an invitation for the 'rebels' to use chemical weapons.,قبل 4 سنوات,Craig Sips,UCNRC9C7TZlTZFYn2foLIWqA,0,,False,nbJc6PTNSuM
UghtHuvEekrQPXgCoAEC,"Noh Omar ni kurang cakap, lagi kurang orang tau IQ dia",قبل 5 سنوات,beranihati2008,UC5GzdUX8I9Hq4VBSu_9C8oA,2,,False,8238BObn4u0
Ugy57BOvj-2MNd0mom54AaABAg,そのお箸の持ち方は、御両親に教わったの？,قبل 4 سنوات,猫パンチ,UCpGV54XpFT5wSyOoC5zMqew,6,,False,zZ8-Hsj27wQ
UgzS0alRrpOP25o979V4AaABAg,"他把小女孩弄得模糊了, 但卻還能看到有東西在那位置搖晃-.-",قبل 10 سنوات,Sato,UCBNPu3zRU3P4McvLMuj-jNg,0,,False,H9HQvXklWPw
Ugw9v3oNxiU4XmkMy914AaABAg.8_CFxlNaOc08a4mHI1WvLB,i5 5600+8гб оперативки DDR-4+GTX 560TI+SSD 256ГБ),قبل 4 سنوات,[BOS]Senex,UCq3PD-rMwER4nyBwSCv6XKw,0,,False,g__3_xFx2l4
UgiFSbsnYIeqtHgCoAEC,"а дии  в Хатини 118 шуцманшафт группы  це злочин чи ни???,тож украинци из ss спалили Хатинь и мешканцив.А вин про  операцию-Висла-.",قبل 4 سنوات,Валерий Смирнов,UC5eQb9xEh8pM_4CKw9_aNBg,0,,False,EUwhFRQu8po
UgwEEW8PV6M-4DNZI-d4AaABAg.8pqBY_3_WFj8qW-2Fkbrwg,On the Roku remote?,قبل 3 سنوات,Jon Campos,UC6U-ZzJyXOK2rKzCzDX0klQ,0,,False,DG2wJ2Gd59w
Ugj5MXjw0wcVUHgCoAEC,"tu salah satu wakil ketua dpr, yg hanya membuat gaduh bangsa indonesia, kerja nya apa?
cuma kritik, memperbesar masalah yg tidak semesti nya!
otak politik, jadi tujuanx mengadu domba!",قبل 5 سنوات,Vincent Nheu,UCG-WP7sbW-iHPyERHn1GbNg,0,,False,t74mm_mIqo8
UgyE9jZ7S3DRjILjZd14AaABAg,TTV really great leader super,قبل 4 سنوات,Jpr Ds,UCEFTwuXS3JXeUN2aajc5lHw,1,,False,Ol92pJtYDcc
UgiiTYwRFneSMngCoAEC,c'est normal les gens vont faire la pub pendant 4 semaines ils ont raison d'être payé vous vous foutez des gens c'est un busness ils ont raison les sapeurs mettez vous a leurs place !,قبل 4 سنوات,Christele HOLLAT,UC51JNLAYTGgPRFSkAC9dzig,1,,False,R6bjibtqYRg
UgglC06Tg_iNrngCoAEC,Mes oreeeeeiiiiiiillllleeeees :'(,قبل 7 سنوات,Poe GATEFAIT,UCR21vjambHRF0Saz5wC_Q5g,1,,False,gWwejSEESDA
Ugx6skA1367d25xWIw54AaABAg,¿Puedes poner el enlace a tu tienda?. Gracias,قبل 9 سنوات,Jose Ramon,UC6snVd0RSUrZRi77d3GbE6A,0,,False,ZahxBlxr2xc
Ugg7aTREH9NJjXgCoAEC.8J-IzfhS_Q68J0mr0uhi0Z,USE CODE KEEM. KEEMSTAR RAIDED THE STREAM USE CODE KEEM,قبل 5 سنوات,Corey2K,UC0BJ4Voq9etKIAkd7ZQs0PQ,0,,False,5YXc2BsifKM
UggWWGSPHYqr83gCoAEC,2011 recalled?,قبل 5 سنوات,ImBatman365,UCmKJhixhQ-WVFoK5BUQXvWA,0,,False,7kKCNUqRHX4
UgxMfd5snX_hkbG4nUF4AaABAg,da tua2 pun nk menipu ... wakkakakaka.. ,قبل 9 سنوات,aiman eddy,UCVj4MnO18E7EGxiuQ0u5cIA,0,,False,PRzQqyp4Zwc
UgzxqW6NxQpTweZAMMd4AaABAg,Awesome,قبل سنتين,Vyxi {Main channel},UCvb9Chs5lQkdXiPdcf61vIQ,0,,False,qIjg-blAIXY
UghBW-2LbYgoGXgCoAEC.7-H0Z7-O-VV7-QKr2Fq4mj,thanks McCoy i never did answer this post but should have,قبل 8 سنوات,Jim Howell,UCO5aB8FiX3N2eqAGFW-8xZg,0,,False,j9gzxlX_P3Y
UgzsmrKcDo7r4n5kB7F4AaABAg,"so, which is faster?",قبل 11 سنة,James Lea,UCHReqsvgcA1gzRKS2OBl7lA,0,,False,Vo_XoDNvGdo
Ugw4MD5Xxv18LGgGFPp4AaABAg,Tema負けてくれてスッキリした😃,قبل سنة واحدة,灰,UCqbOUWN2t0S08C8P5Z4Lcxg,3,,False,kye6uWDtmlQ
UggDl1zla5c4mngCoAEC.8Uf18Te5QjM8jFMZLTVBmb,А если у меня дно выпало у мойки. Я вылила в неё кипяток.,قبل 3 سنوات,Татьяна Комарова,UCRcnipBrsc15v9makyurk6g,0,,False,IJeVrSZep0Y
UgzQhDo3wWIgIMVxjnB4AaABAg.8dvgk1UzTSU8dw33dGjXzm,mslhnya PAS merasa mereka terlalu suci utk bergabung dgn umno...tp masa bergabung dgn dap dulu blh pulak...tula mslh pas..sombong,قبل 4 سنوات,Beruang Panda,UC3tOxs04W_z5mYRGB3F2GsA,0,,False,9oBG51I5_F0
UgyfSPl79FazI2JZ_7d4AaABAg,I would love to see a 100% women run compagny  take day off all together during their periods,قبل 3 سنوات,john paul,UCYfgJN6THp2gUf9jMHYJrIg,63,,False,_lBDnAKCUYM
Ugj7W_deFphRSngCoAEC,Did you reuplode this?,قبل 4 سنوات,Teika,UC-omqP7718-KlMPlLRCgeMA,1,,True,hCOP26vJg3Y
UgyIsbjWhk8gaaUS4md4AaABAg,"Lunci, saljem ti nesto na viber sad, da vidis..",قبل 4 سنوات,Mina Vučinić Jo,UCatiq5yKtdHtdetI_kwIv1Q,25,,False,_Kk7QWKPa44
UggBFk3KSdo_A3gCoAEC,was that you talking,قبل 5 سنوات,Edgar Lip,UCZSQM863-pAAGh0yN3olFbg,0,,False,4aTDaWmwLWo
Ugz1zMes6FOp76jEVEt4AaABAg,"thanks man, tis tip about  press enter helped me so much, thank you",قبل سنة واحدة,Carlos Magno,UC_JarccRzKm8SBlWvwgjbbA,1,,False,d895TgMifNo
UgyXuhigrqLd6XGysNB4AaABAg,スズメバチの巣を五個くらい持ち込まれたら、絶叫激痛ハウスに、なるかも？,قبل 3 سنوات,mht knst,UCFQhb7jtWUCWjD9oBwbvFsA,3,,False,QQluQL14Nr4
Ugya9J_Txnwua_jezbF4AaABAg,bom pra caralho esses caras,قبل 12 سنة,Heleno Borges,UCvvI1rod9FUp5c3Wr6h8mqg,0,,False,7gn1H3drft4
UgwTGi88ijsqgQv7oml4AaABAg.94XM3igOi1N94XMkvn8Dta,Bana sosyal medyadan ulasirsaniz yardimci olabilirim,قبل سنتين,Mahmut YILDIRIM,UCMcHFjqj6bMLyhpbfQqoD9A,0,,False,r_i8X1WzbrU
UgxTSA7-nkJ7akaIYy54AaABAg.8piglCuN8ke8q55FOcn0MZ,thanks mate 😁,قبل 3 سنوات,eXtreme09Pure,UCtbx4rjJW3CYRZjSDX4HARw,0,,False,Z-Fj890MlQ0
UgwgGOtieTmJ7cJ6ltp4AaABAg,"意気地無し男、そんな様だから妻に浮気されるのだ。
浮気・不倫は許されないが、この旦那には不倫妻、間男同様に胸糞悪い。",قبل سنة واحدة,oyaji tonegawa,UCpiw8NLuH5rccZcqbGBvw5w,0,,False,7Dbui-_T-DI
UgyfY97bXWZo8VhPkiJ4AaABAg,"Sorry I've seen bigger jumps but good try :)
That shortcut can be so annoying lol",قبل 10 سنوات,Misdre,UCtekgqxzxs5HZ0HC31Hdquw,0,,False,XHLgPq5DlNY
UgxxYRQsAcYoTBY8hk54AaABAg,"in 2008 i was POSITIVE I was gonna become rich, I had confidence, I knew what I had to do, and i did it.
Somehow it didn't really work...",قبل 10 سنوات,WilliamAztech,UCQnq4rMd5WSjG6_y4gd-jkQ,0,,False,c-OtVS-icNc
Ugg9MhkI2IYnTXgCoAEC,всегда захожу сюда когда грустно,قبل 5 سنوات,18Butovo,UCfp3s1-GjQ7Ki1hIp1qoI4Q,1,,False,wICmPJ5vNUY
UgzQlM4WO5v99_gDccR4AaABAg,"The Dutch are pulling back on two fronts, mischaracterised here. As a response to EU health laws regarding consumption of tobacco (no stranger to that is Micheál!), and also in places like Amsterdamn where tourists (not Dutch nationals) cause problems. Dutch nationals themselves are actually LESS likely to consume. The 'gateway' drug theory is now thoroughtly debunked, while acknowledgment of prohibition itself being a gateway is gaining worldwide acceptance.",قبل 11 سنة,DaithiDublin,UCEnH_K5S7fLbn32GRiLPlew,0,,False,_1Rbzvpb1sA
UgiWj_FNPq0gY3gCoAEC,gg t'es parvenu à te faire détester alors que personne te connait,قبل 6 سنوات,Roman Lasserre,UC-3ANxMoiZHpzC6eISVeS8A,1,,False,4sy8dRBpB7c
Ugw1bQJja_QgDfqMQrV4AaABAg,"i actually dont care if this is fake, i love css and so des this guys :D like",قبل 10 سنوات,Darksider dude,UCS_ln6by1nQ0upB3EtdGgUw,0,,False,rioUa3xTnQM
Ugwz_BMWHuOcN6WID914AaABAg,"IQ tych 2 baranów co trzymali, kierowcy i kamerzysty waha sie w okolicach 100 ...",قبل 10 سنوات,glock86,UCT8y-BO9oVUwqeLmgdrFADw,0,,False,R5lFzvT1uW8
Ugznu2u3qDYPYCXrt5h4AaABAg,One of the best barstool advertisements I have ever seen. Great job ladies,قبل 8 سنوات,seanderson131,UC6bN2G041U2mV0T-VhL2gVg,1,,False,KuQJ13kqG-s
UggKyEYbI97RGHgCoAEC,"أسفي عليك تكون من تونس
القصاص اشجع نائب عربي شفتو بحياتي ويغار على دينه ويستحق الاحترام والتقدير ومشهود له بمحاربة الفساد
انت ماذا فعلت؟
اعتقد انك من الذين يتهمون القصاص بدافع من اعدائه",قبل 6 سنوات,ربي احفظ لي امي,UCN2BHvZ5otBHImQa8H6deDA,1,,False,yRWm_IgyrlE
UgyiOfweXIdvZp92L1x4AaABAg,這不是上次他吃直銷鹿胎盤長的嗎？還說要告直銷業者說要賠他十億,قبل 3 سنوات,邱名宏,UCJQVBK6e_uc7rc1MoZBDgqA,13,,False,hI4nrShL92I
UgjrZEvyACbUFXgCoAEC,хичабы йаланан нейинир инди гызлар 😀,قبل 5 سنوات,Tolik Durak,UCp_ToFk-AJE-qmW40HhbXdg,1,,False,EY6pw69itj4
UgyYLsdtY3F9bfT6MFl4AaABAg,Cim je dobio poziv od mame danas opet se okrenuo za 365 stepeni  gori smo mi jad sto gledamo ovaj jad.,قبل 3 سنوات,MIKI MAUS,UCLScR4iFz6OQZedKIyJ2YvA,134,,False,4ImtIsrZfFE
Ugwis880tMt0M0A6GZ54AaABAg,الله وعلم الحق وييييييين ,قبل 10 سنوات,عطر الورد,UC6e63IhteDYlFro2NGgJCaA,0,,False,keaM4VTAwek
UgxceMb_jhTqA3D5FBR4AaABAg,"السلام على من تبع الهدى ودين الحق الذي لادين بعده . اخواني من كل بلد عربي شقيق , صلوا على خير الانام واتقوا الله في كلامكم . الفيديو فيه نوع من الاستفزاز ويلام في ذلك واضعه . ولكنه كان نوع من النكته . فنرجوا من الجميع سعة القلب والتحلي بالأخلاق الحميده التي تعودنا رؤيتها في اخواننا من المغرب ومن الجزائر . والله يبارك فيكم الالثنين . اخوكم من مصر. ",قبل 10 سنوات,Amr El-kordi,UCif3bi4MRHE-cLpNvtqmHZw,0,,False,WRUprGdCepA
Uggpa_1dRhPTCHgCoAEC,so a kinda re skinned devil may cry ,قبل 7 سنوات,dale draper,UCVyz6Lyd15UfWbW4MGeIuYg,0,,False,z4I-DXMTHrY
UggVKaDICyJejngCoAEC,We can't let anyone else win the nomination! Trump2016,قبل 6 سنوات,C-DUB,UCaMPVwr8cqRdZtWplS_eawg,9,,False,-cH8DOxN5LA
Ugwm3qv9mIdMlc6ahA54AaABAg,WTF? ,قبل 8 سنوات,DJ BaD GuRL,UC08Vz45XxtDy_OdhEwvRnFQ,0,,False,4flseT8DXaw
UggMMwORUTX8PXgCoAEC,"#meyerayudame 

:'v",قبل 5 سنوات,ErickCamil,UCaTCxkoHNKejhCNOayfroMQ,0,,False,jcECLAV95cI
Uggc_CE-BsEkingCoAEC,"Hola, te hago una pregunta, yo etngo un arduino nano, y ayer me parpadeaba la luz roja seguido, cada medio segundo. Hoy cuando la voy a probar, parpadea pero cada 1 segundo. Y el driver no me reconoce la placa. Ademas intenté hacer el puente del video pero la arduino se apaga cuando hago eso Alguna solucion?",قبل 7 سنوات,Joaquin Berho,UCwMxcUpVdFD2_4Yq1VqnStQ,0,,False,e804JuorpkE
UgjCxixSBIXanngCoAEC,Great game with lots of bonus. Great way to finish!,قبل 6 سنوات,hialeahsprings,UC0HDQ6U28a486fXCYhc2e0w,0,,False,1pxPj_AakyE
Ugywn5lyvYN030aJwY14AaABAg,Yes.... It's not an authentic device!,قبل 9 سنوات,carlson ls,UCf93I23l4UJhL7pPDTBmNag,0,,False,9o_i83GnK4g
Ugi9cPIxcY9DaXgCoAEC.8V7Adzk1PL98YaDaK7aJb_,"what do you do if both dont work, and you no longer have monitoring contract with the company, or if you are a DIY and want to install add on boards?",قبل 4 سنوات,Nathan Stephenson,UChPDnpXJKYDiEH9XUlISVig,1,,False,3IMuZLIqXuE
Ugw-YhxF2XYRoLAfCEZ4AaABAg,"Mi verrebbe da dire tipo Bud Spencer: ""Ma perchè ride tanto?"" e Terence Hill: "" Già! Perchè ridi?""",قبل 8 سنوات,Adry Vance,UC3UFZlV7Hk9SK9eUfW-iTWg,0,,False,vDYclJVGGtI
UgyTcGKK8t_7jkqkhVp4AaABAg,stick to drywalling....,قبل 4 سنوات,Jonathan Reid,UCe1T2BrpeHVnDZSeFiw1OWw,1,,False,0WolufTs9I0
UggwWIEpRSlnxXgCoAEC.8OPXyjOPg-F8OPc9y30_2s,Yeah They are going to ship me a new one also. Hows your replacement unit working now?,قبل 5 سنوات,raptor2569,UCDs9wTKeIUL5yN3rxX1fXbw,2,,False,qY0rKrYZiXo
UgxEDPqs3pBBh6z0AUt4AaABAg,Так Слушайте да я не человек но... Если вы так поступаете бог всё видит вам конец Собаки живите!!,قبل سنتين,сатаночек именно,UC7CWTC3MLc47e9ep2RJUPfA,1,,False,koRnRr9DDvI
UgxFjzJuqEuDnvutkxt4AaABAg,"ngakak sumpah, kenapa harus ubur ubur?? apa mungkin fans Spongebob??? kenapa gk rajungan?? kenapa gk cumi cumi?? kenapa gk crushtycrab kindom kan lebih keren 🤣🤣🤣🤣.. semoga saja sehat mbak",قبل 3 سنوات,Lahkokgitu,UC8k-cqkgCmrczR07OE449Iw,0,,False,iJ0Kz90mwdA
UgytC2cPWzP0PBCLucB4AaABAg,"あっちゃん、頑張ったね👍お片付けって溜めちゃうと時間かかるよね💦でも、お部屋がすっきりすると、気持ちもすっきりするよね(o＾—＾o)
私も前まではあとで使うと思って溜めちゃうタイプだったけど、物が多いと片付けるのも時間がかかると思って、少しの間使わないと思ったものは処分するようにしたら、片付けも楽になったよ！あと、物の置き場所を決めておくと、子どもちゃんも片付けやすいし、見た目だけでも綺麗にすっきりに見えるよ(o＾—＾o)",قبل 4 سنوات,RIE LALA,UCmh3NLPnZitRycNbNCnFMdg,1,,False,ZQDpMB7SlDQ
UgjqwECuEzXXUngCoAEC,"Haha, Nur der HSV!",قبل 5 سنوات,maarcel_acht,UCFSEBK5mD99-9ntlqFO6KOg,1,,False,XBG60_Jrkjg
UgyjtzGj4uU7_eknhiR4AaABAg,"je je je je que canal interesante, con razón te crees todas las boludeces que te cuenta la Chorra",قبل سنتين,Javier jahonar,UC76hu96-180DdQ2GqEu1UUQ,0,,False,hnWflYshNEc
UgiDCjTlwNKSlHgCoAEC,I don't want to be in the payday community if you're in it lol,قبل 4 سنوات,Goobey,UCgdpgHDwRQrkbcmq_rQP8Gw,5,,True,jVS0xxuoBk0
Ugjes4SpKyu7d3gCoAEC,"Oke, tombol subscribe udah kupencet dua kali",قبل 5 سنوات,Nur Muhammad Ainul Yaqin,UCFiUo2L_0zv0CMfR5N0v1dw,3,,False,Sp-jzedkH6E
Ugx8xjoT3i0uuuSpPSF4AaABAg,Skrg baru kmu ada akai. Satu hal yg kmu tk jgka sblum ini... Memehak pada yg dah salah.. Ini lh padahnya..,قبل 3 سنوات,WASABI KERAS,UCYE1fNGW1RaLWMK1_AeNEiQ,1,,False,6c8dcvQk_Oc
UgydVwL0ajTUgwrhEJ14AaABAg,Нах кидать бочку на главную башню???,قبل 4 سنوات,SLUVIK,UCkaxfYBrO9zz010oB2We9Xw,2,,False,QWrxhDNyRBE
UgyoQiK6ysp7lz5AfbZ4AaABAg,"наверное последнюю свою корову продал, теперь крутой. )))",قبل سنتين,Татьяна Севостьянова,UC3KHXULwvpctBOZ4jqwMP4Q,0,,False,8Jr-Pv-VdXg
Ugz-pUlJqMuWs7NDO6B4AaABAg,واقعاً کار کثیفی بود دیر نیست زمانی که مانند اربابانشان از هستی ساقط شوند,قبل 11 سنة,Reza Namin,UCYwWsPRBUEV_sihz1SSgM2w,0,,False,O4B06iU67Y0
UgxIedRivjInxiDqjiV4AaABAg,Да ты эрудит,قبل 3 سنوات,вячеслав тарасенко,UCRw5W5wwoHRvBVss84RRkEw,0,,False,Q95hKcGC5gg
Ugh_PL6Uydjya3gCoAEC,"Hi, Video is corrupt, pl upload again.",قبل 4 سنوات,Sanjay Rajput,UCe6Kif2LXKzuL3KyqnBsDjA,0,,False,pNWQZ0IC47U
UgzrxpAhn1t2DjNu8754AaABAg,CBN: Blanket lies..,قبل 3 سنوات,JR cr,UCV3KmlNNe20iM5Nu0ydpgng,3,,False,BeraF29Bdtc
Ugwp7erDB1cHyie-Rud4AaABAg,Was wird dem armen Kerl denn da über die Birne gegossen?,قبل 10 سنوات,1990Dramaking,UCrBv4AKf3b1kNENIkIB6F9A,0,,False,-IRfgrKDuWY
UgzJ1z06O544r2QR1wd4AaABAg,Ronak patel 100percent bjp aayege,قبل 4 سنوات,Abhay Oswal,UCvzyrvkImqmo0hw4ufKi41Q,0,,False,gnt8O2foyF4
Ugjox33INgpUBXgCoAEC,"You should have bought it off Amazon, they have it now. Or get it from the Hyperkin website.",قبل 5 سنوات,Jambopaul The Gamer in Pyjamas,UC8rdacaVYNSf1WfupjyeTlw,3,,False,r42-0o7q344
Ugi-s3a56AuCh3gCoAEC,enek egyáltalán nincs semi értelme,قبل 7 سنوات,Kovács Martin,UCUqrP9qT0Z_AZIGi5mB6cKQ,0,,False,7uqp60H1dmg
UgyXG9NWEPyTzTieQf94AaABAg,你好強,قبل 3 سنوات,boring,UCxztrpIcSeEV2ZtO7A8qLlw,0,,False,MVcZ6azMHw0
UgwnU7E3SdkgtWyxo2R4AaABAg,MESKIPUN gak jelas mainnya tetap semangat bikin videonya,قبل 3 سنوات,maskai71,UCWPXD-RnmA7PcTyfjATh2VQ,1,,False,n4eI1He8u_Q
Ugj7dDLudrA4NHgCoAEC,"Sensasi biar masuk tipi terus, masuk tipi tuh pake prestasi dong bukan aib",قبل 5 سنوات,Lin🤍da🤍,UCX_K1sxwN9OjG1ZY_0BJl8w,1,,False,kn_CGwm3NNE
UgwnD11ffEFyYyQv_JN4AaABAg,Congrats!,قبل 4 سنوات,Leilanie Rosa,UCQcWoLsrio1ZxAJwQ0rloiw,0,,False,2NyQPZsNP5E
Ugj5YQCHIJVxCngCoAEC,"PROFESJONALNE węże do odkurzaczy przemysłowych EVA. Elastyczne trudnościeralne węże do odkurzaczy. 
Sprawdź nasze węże do odkurzaczy - http://fabrykawezy.pl/weze-odkurzaczy-przemyslowych/",قبل 5 سنوات,Hurtownia Techniczna,UCtogUnz-4PP9HPpWu43Rb2A,0,,False,DR4u-FqUvDA
UgjtmzXML_rTZHgCoAEC,11月ぐらいまでに始めれば引けますよ,قبل 5 سنوات,いそすけ,UCrf1-2QGqJ5tAwtdPqsDWDA,1,,False,nHM0QRoLt5w
UgxcI-4eDfNmnlAdbLt4AaABAg.9DQia37PwJH9DQiuegINNI, @Mr.Jonzku  koska haluun,قبل سنة واحدة,Jaseh GT,UClsaDmXA3lE-Zj_Wr13TmlQ,0,,False,nv98tw2sSqE
UgzNPd_YiidyN_7iUON4AaABAg,HE IS PERFECTION!!!!,قبل 11 سنة,MrRocky619,UC30wT5Qk8TDE2V3XhUxOcFA,0,,False,6CHzsaaL5aE
UgyFymAGH_P6Vwe2bnB4AaABAg,お前の大好きな漫画村で読んだのは「空手バカ一代地獄変」じゃなくて「新カラテ地獄変」だろ？,قبل 4 سنوات,ギ,UCUUuYxpTIQmPRSJ8MdbE0dw,0,,False,l8cMAGuZTzQ
UgjoOC7myDQuWHgCoAEC,Can u join the clan back?,قبل 4 سنوات,Cade,UCj6aBiPhVatFdqvAceIAlZw,0,,False,NZFPfBlzvCo
